UniqueCount	AmbigCount
4	0
0	200
10	324
0	0
23	1093
4	52
27	0
68	135
3	289
12	68
55	1174
20	38
2	1768
7497	15
1	742
1536	298
0	0
3	68
211	0
1429	2430
2409	1597
3398	15
606	909
0	714
1	306
64	420
2	2359
664	128
546	0
5	420
234	139
76	212
32	221
8	1126
45	380
730	1
10	134
9	0
139	1
153	157
0	247
3	750
3	0
132	516
86	0
2	707
699	1769
25	218
352	0
997	224
8787	3393
5	0
60	0
0	82
27	1357
1687	189
10415	21
0	9
943	920
2	0
945	3
33	374
1010	4
317	0
2	131
108	272
162	1
929	1944
1151	2
18	32
379	202
32	78
92	100
3516	8
118	416
326	0
465	47
2	644
38	999
259	1103
11	975
0	167
0	20
4	276
181	130
0	221
55	1
3556	6
24	2852
316	145
54	0
308	0
0	432
2	594
817	112
3	0
318	1
11	905
419	1
19	38
155	9
0	98
6	64
8	392
0	484
5663	23
672	1
11	143
1	1470
0	271
13	9
2	198
1229	5325
2	170
4	9
9	6
255	35
232	637
2	24
1986	4
14	41
319	3
2	565
282	158
348	573
0	176
8	0
0	149
22	0
2	1562
1	46
1	214
48	0
2	217
0	28
144	5469
150	35
5	495
239	29
69	25
329	504
2335	5
3	2407
230	0
9	1809
18	101
2	138
12	189
0	380
52	1685
0	32
57	28
5	443
935	3
10	614
26	0
62	823
103	183
28916	637
459	1839
0	295
1842	234
2083	5
11	542
2464	9
4	1246
52	0
1350	2569
41	44
57	296
7	688
25	3043
56	85
0	0
5	427
791	3
0	158
25	37
11	113
5	742
104	1137
3	61
193	21
4539	575
5396	17
168	793
352	588
280	188
0	441
2	1
51	5884
832	910
7	1078
6	647
152	277
1	82
8	21
1595	587
53	0
68	0
4805	13
21	257
927	1629
709	4
1	0
883	5
1	44
5	257
1230	5
3964	650
395	1703
9	1
1402	791
4	72
608	0
26	39
0	0
71	0
739	2
7	0
588	2
847	108
5	14
50	609
1004	353
0	446
2	2226
1	0
19660	48
0	19
21	0
1099	131
0	30
27	251
18	832
1241	730
24	69
5	105
3480	4285
9	27
27502	174
1189	2
3644	8
14	223
1461	202
536	3
1	1065
46	3819
1	4798
1	213
201	5947
1584	1
293	687
885	1091
51	374
1	2260
2	208
4122	12
3573	8
546	204
13	0
411	1
0	1
2	795
1860	6
41	7150
22	330
2800	1732
43	16
159	566
52	183
303	175
4	85
18	0
967	1
1681	5
959	21
0	189
13	510
77	249
152	285
11	224
5792	15
47	0
2	1400
4	72
15	399
148	1
18	429
1	80
44	891
38	18
0	0
7	317
8	62
9	133
20	1146
0	443
362	1
536	263
1180	3
24	9
1	189
140	943
2738	274
5	0
722	1
3	601
0	796
10	672
4	723
2	2186
6	1371
1	15
43	1426
1	93
2060	982
26	0
0	81
1087	11
418	51
0	0
0	0
38	0
1	180
2	1333
1	0
134	148
149	13
17	0
135	820
1367	1355
3	245
6	0
4	135
105	159
0	857
1035	2177
9	15
639	2
27	0
15	1258
24	1339
3	198
53	15
9	76
39	0
847	325
0	178
95	138
2469	1985
35	0
96	433
68	266
6	231
2491	2744
4990	14
