UniqueCount	AmbigCount
5	0
1	121
5	248
0	0
8	774
1	34
38	0
48	112
2	837
12	32
41	961
10	31
3	1513
5499	13
0	445
878	346
0	0
5	47
255	0
1220	1950
1716	1047
2965	4
446	789
0	495
2	198
122	492
0	1605
613	136
463	0
10	337
153	116
39	129
51	195
7	685
51	400
497	3
7	110
9	0
119	0
100	185
0	173
0	704
2	0
90	357
121	0
1	544
582	1514
26	189
304	0
683	176
6850	2717
4	0
60	0
0	66
22	1044
1087	113
10755	14
2	16
603	704
1	0
722	0
40	325
749	0
209	1
0	51
73	178
76	0
622	1384
658	0
33	57
311	164
46	73
64	70
2404	4
277	775
190	0
405	26
1	398
35	932
131	737
16	684
0	137
1	17
2	301
83	68
0	190
59	0
4715	4
16	1750
174	89
79	0
403	1
0	341
0	654
622	74
1	0
196	0
25	1003
286	1
23	99
246	19
0	201
3	68
1	389
6	776
3391	5
709	0
9	117
1	1331
2	408
7	7
0	168
895	3851
7	470
2	11
5	4
191	29
87	477
1	16
1369	3
12	28
163	1
2	380
243	122
282	404
0	117
18	0
0	160
17	0
1	1235
0	23
4	256
34	0
2	205
2	18
95	3732
206	56
2	398
205	23
59	64
176	374
1388	1
1	1608
128	1
3	1312
23	149
4	95
7	236
1	400
49	1318
3	8
47	23
5	310
1010	1
8	415
34	0
42	694
509	503
19494	288
286	1130
0	295
1173	153
1509	3
4	336
1825	1
5	1216
57	1
1023	1958
49	46
51	231
1	417
8	2168
43	145
0	0
4	285
584	1
0	84
43	139
19	192
3	463
63	776
2	45
165	35
3238	518
3530	5
90	706
231	411
219	138
24	642
0	6
76	6199
785	835
0	858
1	434
171	186
0	56
6	14
1466	589
27	0
36	1
2080	3
12	167
575	1016
590	0
0	0
605	1
2	76
2	140
869	1
3060	476
335	1018
17	0
1063	566
2	129
471	0
17	34
0	0
56	0
623	0
20	1
445	1
573	72
4	4
22	428
488	231
1	423
3	1793
5	2
12306	20
1	16
44	0
827	109
0	46
42	298
13	919
893	535
21	29
9	90
2329	3109
5	55
18042	121
2038	6
2804	3
11	172
923	125
292	0
2	836
59	2344
3	3707
0	167
194	5339
1207	0
343	1537
571	675
34	231
0	1458
5	123
6681	11
2597	2
663	223
15	0
308	0
0	1
8	614
1182	4
17	4483
9	360
1857	1088
49	25
120	380
57	276
204	117
2	61
14	0
687	2
1196	1
522	21
0	102
15	944
73	178
154	277
22	245
5318	7
38	0
3	837
1	103
7	333
66	0
7	273
2	54
29	623
41	21
0	0
0	339
2	33
11	150
13	800
1	280
300	1
544	251
905	1
35	10
0	119
95	630
2450	228
4	0
504	0
