UniqueCount	AmbigCount
8	0
1	145
6	222
0	0
20	923
2	67
9	0
59	127
1	517
7	46
45	1510
11	41
11	1303
4878	0
1	438
1430	357
0	0
4	55
505	0
1914	3511
2331	1282
2287	0
381	708
0	502
4	145
114	703
1	1345
568	97
691	1
4	315
168	125
66	135
49	219
27	648
81	681
322	0
10	103
6	0
132	0
45	119
0	212
3	609
6	0
111	471
126	0
2	673
596	1304
16	118
368	0
388	154
6122	2398
1	0
82	0
0	162
28	930
1248	168
8063	2
0	9
770	981
3	0
833	1
20	260
567	0
286	1
1	44
213	202
110	0
439	1280
828	0
17	32
285	104
25	45
51	76
2011	2
251	558
189	1
425	33
4	504
51	984
100	821
16	725
1	126
0	26
16	423
118	83
1	205
41	0
4812	3
19	1663
159	83
68	0
517	1
0	295
7	766
551	63
11	0
174	0
24	1186
111	0
13	68
234	28
0	267
7	110
13	426
2	763
3720	0
1077	2
6	113
1	1282
1	394
8	4
0	157
569	1780
6	328
7	10
4	5
238	45
178	471
2	24
1502	0
15	48
118	0
6	543
190	109
228	431
0	139
15	0
0	200
26	0
0	1299
3	33
3	278
45	0
3	335
3	33
104	3351
149	41
13	511
273	34
66	52
115	245
1913	1
2	1730
300	1
12	1174
21	119
3	134
11	225
1	681
35	1069
5	30
43	26
7	229
967	0
8	483
12	0
38	713
180	221
18824	200
221	1044
0	271
929	95
1569	5
9	420
1068	1
6	1353
57	0
1017	2309
25	17
30	224
4	658
14	1987
30	101
0	0
2	278
628	0
0	240
38	40
4	93
10	431
56	567
0	43
263	41
3630	545
3238	1
101	649
306	538
252	205
18	741
1	11
123	7995
655	744
8	887
4	282
153	174
0	76
6	21
910	416
64	0
48	3
1689	0
8	118
1124	1350
581	1
0	0
533	0
3	106
4	215
1030	3
2665	363
266	972
5	0
1026	591
3	90
444	1
20	37
0	0
154	0
1037	2
21	0
444	0
438	65
10	11
22	332
626	274
2	611
10	1675
4	1
12012	5
0	35
31	0
804	74
5	52
32	250
43	1003
767	626
9	37
10	128
2040	3266
7	51
17259	102
1741	0
2332	0
17	151
1151	144
503	0
0	638
100	2247
5	4030
1	127
220	5551
1237	1
228	717
445	597
45	328
0	1301
2	173
6862	2
2684	0
670	201
14	0
411	0
2	3
8	640
1032	0
28	3937
34	380
1546	833
71	42
119	543
76	207
293	175
11	80
29	0
621	0
1136	0
991	40
3	218
4	588
84	231
176	302
14	174
5591	3
35	0
4	676
5	95
14	390
180	0
5	136
2	63
33	652
32	20
0	0
4	189
5	32
28	229
7	768
1	335
291	0
537	258
1145	1
16	3
2	117
46	709
2037	144
1	0
458	0
10	437
4	465
24	512
5	587
23	2503
4	698
0	5
31	1233
1	78
764	404
31	0
0	40
942	4
317	38
2	1
0	0
65	0
2	168
3	936
11	8
183	124
132	25
18	0
134	705
572	831
3	383
2	0
3	69
65	189
1	850
739	1688
2	10
559	0
23	0
14	916
15	1244
7	229
129	26
9	58
58	0
592	196
0	93
116	153
1640	1741
51	1
87	234
28	165
7	198
1076	1033
3044	3
5	50
5	772
289	1171
1398	0
135	302
5	667
117	310
22	1
0	28
936	2
207	29
3	2
12	989
7	358
1977	1296
32	500
9	139
14	0
100	273
15	450
9	429
4	70
8	0
677	0
2	269
3	0
2	11
12	23
570	197
0	103
16	0
141	12
6	1326
126	60
14	15
2	872
3	145
3	20
751	1
137	52
2426	3045
1	270
177	244
1611	13963
0	386
1	44
45	191
29	0
1	97
4	32
842	163
24	484
4	334
3	97
13	29
4813	36316
732	1
5	4349
6	0
2	132
905	1011
20	239
0	9
7	437
1	0
131	1270
5	348
91	13
1	531
9	64
2254	0
132	585
3	243
0	104
0	265
835	763
310	24
7	230
2	2
1325	55
137	0
6	429
1602	575
68	1848
106	83
22	205
5	300
3198	648
3649	1
231	585
3	62
2	79
50	672
1	0
21	0
561	1249
17	35
686	1
7	60
869	700
281	81
2	464
6	296
1423	1
132	79
195	712
143	2661
887	0
23	81
11	348
15	59
2	4
0	0
67	0
530	0
577	5741
1349	0
4	781
4	0
19	381
0	267
10	704
634	40
1548	1
1325	0
0	398
206	0
97	1302
1	99
47	1254
106	1180
119	0
29	394
61	623
13	1841
2	21
681	0
0	41
1	0
14	1456
2	42
10	385
56	102
53	1628
35	517
179	0
80	211
2	0
5	464
1	104
3	37
38	361
5	0
84	614
184	2185
180	0
49	498
20	215
381	3401
12	428
14	0
676	0
4183	67
244	2952
