UniqueCount	AmbigCount
2	0
1	430
1	244
0	0
11	708
2	99
30	0
83	310
1	311
4	20
33	963
17	114
7	1185
5993	5
1	1044
2486	346
0	5
2	53
54	0
540	994
2427	1419
2288	2
894	1331
1	525
2	73
184	1268
0	795
3	0
180	0
1	157
109	71
41	77
159	488
12	440
102	840
213	0
0	0
25	0
105	0
1	11
0	192
0	263
0	0
157	564
2059	0
4	1341
519	1185
4	52
701	0
445	92
829	302
0	0
62	0
9	722
6	254
577	82
1703	2
0	16
525	540
1	0
804	0
0	0
823	1
973	0
4	135
17	21
1	0
65	207
620	0
67	90
315	125
9	16
1212	1126
8798	1
216	334
182	0
755	28
4	162
42	938
254	1188
22	654
0	40
4	57
24	1426
129	73
0	112
0	0
6821	5
19	1399
306	138
0	0
372	0
0	55
5	918
518	54
147	0
148	0
84	2852
121	0
0	0
339	26
0	0
15	133
23	824
12	13406
2362	1
249	0
8	120
0	313
11	3658
21	13
0	0
80	270
25	529
32	37
34	32
675	76
56	149
3	28
3590	2
3	14
60	0
26	2514
87	31
207	320
0	79
11	0
0	118
3	0
1	2026
0	28
8	441
0	0
0	131
0	14
61	1890
11	1
5	240
414	58
381	167
86	173
16801	11
0	577
87	0
5	586
15	277
2	33
0	13
0	840
50	1508
0	31
2427	691
1	91
2899	1
7	568
194	1
32	181
492	418
16440	226
58	186
0	222
1471	115
0	0
0	7
484	0
15	2398
5	0
792	1405
0	0
13	35
0	515
2	407
1	2
0	5
5	295
2306	0
0	198
33	25
0	1
0	157
110	792
0	1
356	37
3310	490
2596	2
113	578
927	1243
977	635
41	2027
32	393
25	3738
455	460
0	0
2	124
26	51
0	81
6	26
46	14
0	0
38	1
4023	2
149	2118
1327	289
343	0
0	0
664	0
4	75
54	372
1993	0
6442	911
172	412
1	0
932	444
1	119
649	0
37	65
0	0
624	0
1003	0
435	0
83	0
433	41
4	14
2	142
672	174
2	352
30	3441
7	10
19539	13
0	113
17	0
900	76
0	72
28	175
4	35
13	8
4	10
1	20
754	942
1	52
5635	10
3867	2
1122	1
13	147
112	16
688	1
1	776
34	1246
8	6745
1	120
284	4611
1501	0
186	570
1099	1305
6	54
1	3912
0	95
8311	3
2883	1
856	205
1	0
693	0
1	3
8	491
0	0
1	277
45	928
2046	1061
321	137
508	2514
114	279
231	172
19	102
2	0
1053	0
1344	0
2863	82
1	245
10	627
163	583
161	350
112	1410
10496	5
9	0
0	153
0	0
15	381
346	0
7	84
0	42
43	711
0	0
195	0
3	57
4	26
10	121
13	720
12	2562
118	0
1810	603
2442	2
0	0
0	102
29	999
393	24
4	0
339	0
3	302
0	120
11	318
4	809
17	2874
9	871
2	6
76	1545
3	82
1	0
17419	15
1	126
1158	14
171	13
6	1
0	0
1022	1
1	464
1	577
1	1
232	298
226	38
195	0
86	411
60	65
1	701
2	2
10	181
120	304
21	1415
782	1380
80	165
2431	1
188	0
14	770
13	771
51	1077
200	33
8	63
57	0
293	116
0	6
220	242
1032	1018
0	0
76	181
1	76
1	21
323	247
5027	6
5	41
4	611
576	1708
2787	2
13	14
8	1413
175	342
117	15
0	9
748	1
23	3
174	286
113	2703
1	136
1460	844
14	536
25	236
165	0
74	153
15	182
1	61
18	333
4	0
473	0
0	220
449	0
4	16
62	26
1101	384
0	0
8	0
869	90
4	1346
7	3
32	28
1	749
2	150
5	23
8479	7
258	136
994	1140
0	180
103	139
1468	9618
0	383
0	192
27	78
179	0
3	356
8	79
1596	252
9	157
42	1185
5	69
9	13
2799	23944
681	1
3	2507
200	0
131	3178
283	234
14	1738
0	0
1	61
2	0
1	310
19	1376
0	0
0	142
6	116
1982	1
31	151
5	198
0	72
0	61
2840	2301
507	30
5	76
4	5
862	20
53	0
18	889
282	87
35	2478
154	99
92	619
11	723
2073	440
3648	6
189	542
0	15
0	183
11	427
0	0
31	0
402	728
0	1
337	0
10	35
328	148
221	67
1	859
7	210
1741	0
1373	272
156	576
77	1175
1254	0
22	239
11	201
32	121
0	1
0	0
0	0
1327	1
1238	10353
1179	1
7	1269
1	0
2	148
1	1059
1	1268
173	8
1338	0
915	1
0	347
381	0
0	0
9	319
30	1397
64	484
238	0
20	109
56	471
9	706
5	79
477	0
1	57
30	1
21	3376
0	17
1	297
120	284
27	1373
60	489
7	0
47	128
0	0
1	133
1	112
23	121
25	166
0	1
311	2393
343	2928
167	0
7	31
19	257
76	1457
7	478
12	1
0	0
3482	52
72	1561
112	18
40589	23
5	105
10	34
154	378
1394	130
297	768
616	0
1	73
16	76
143	503
0	10
41	426
5	54
214	0
98	5
106	416
57	374
33	494
0	746
1878	0
1371	1
110	866
1052	0
0	4
86	632
0	0
638	0
3	20
0	0
28	3944
572	138
25	0
24	177
6	250
0	262
614	0
820	1
47	86
12	389
0	31
4	44
100	90
25	0
3	311
0	207
0	0
1	352
1	16
256	52
48	120
2	89
518	0
26	72
11	0
10	0
25	4
0	1
0	27
6	760
620	0
0	16
2027	0
2689	1
52	0
17	260
1	5
0	119
58	3305
1011	0
1148	0
4	168
348	191
0	0
14	151
95	506
8	1136
0	21
10	205
8	2030
3	927
1	150
1344	742
0	0
239	560
0	0
1624	0
10	239
359	770
195	2966
12	34
4	865
1855	30
56	117
907	0
14	0
108	0
522	0
3	121
0	3201
0	0
10	10763
18	51
23	2
0	10
2	246
1710	0
2	0
7	1018
452	87
13	943
70	239
8	78
3	0
1	164
39	0
6	1043
0	0
2	297
353	195
417	121
4922	2
1562	210
66	0
100	326
0	285
1	0
4	271
2	877
9	205
1487	0
460	354
2931	29174
1	1125
0	0
0	690
9	0
260	76
3045	135
293	11326
16	183
4180	3
65	26132
203	746
1484	1
0	20
22	836
4	125
7500	5
4644	0
75	550
24	121
21	69
896	435
0	31
13506	10039
4	0
267	438
3	258
800	23
416	398
3	1376
0	27
60	52
5	304
1	38
46	981
0	5
5	173
2512	2
0	9
7820	685
4	0
1	23
474	0
372	58
1044	378
146	878
59	985
184	0
9	2
55	0
206	653
0	1714
2	66
1	0
39	83
10	18
0	0
0	0
30	208
0	18
0	11
81	131
35	0
107	641
0	75
21	0
0	25
1064	118
1376	1
430	0
16	1248
3822	4
1764	2
2	0
7	460
69	1053
12	0
44	575
623	513
152	0
889	0
0	3
804	1
11	1398
165	789
96	473
160	97
0	0
224	128
700	17
3	1025
91	15
0	6
2	281
70	671
43	940
0	24
922	71
57	0
554	0
12	166
631	915
9	159
83	167
52	3268
346	0
834	2465
2	338
565	866
143	0
13	535
57	47
1	540
403	1
4	57
5	121
1819	0
3	193
96	0
725	1
375	1
12	196
110	182
15	244
0	449
0	0
525	771
0	0
46	295
2559	161
0	6
1	76
47	253
0	0
2	95
56	688
1	509
134	668
0	5
18	605
10	535
9	4336
40	1109
0	416
157	0
32	26
363	0
0	239
232	0
756	1
171	574
178	1193
2	26
691	6
468	0
6120	3
322	397
2	28
181	0
484	118
0	0
11	179
610	0
1	446
1	4
12	0
44	845
1891	2
0	55
2	226
6	0
0	108
1616	553
1889	0
1865	1
8	40
2	12
41	119
387	253
36	373
883	0
1	49
0	0
1049	1116
0	36
4475	2
1357	1289
26	44
1	392
0	0
1162	0
0	0
29	114
668	2765
20	193
826	0
0	125
0	0
1012	0
6	1326
0	0
61	0
0	9
33	863
148	917
9	28
0	0
0	41
2	0
0	1
0	75
0	0
1	27
1	59
24	422
1148	401
51	38
59	105
33	472
0	49
4	67
526	0
0	256
1	383
681	0
1	116
102	0
288	788
0	2
232	260
0	0
3	210
830	0
25	315
147	10
194	825
18	147
10	391
0	475
636	0
14	271
839	0
16	104
38	35
0	0
28	0
352	2857
0	0
152	51
56	22
2114	3
146	1013
484	433
4	8
87	5132
110	186
1	154
8	4
0	212
67	272
1047	897
5	377
11	2517
3	100
11	90
4	483
0	8
647	40
1144	160
9	2929
1126	0
724	0
0	229
2	746
80	88
13	14
8	236
16	2
0	392
1	18
1924	0
1896	2
23	122
0	58
0	0
1912	1
18	4
61	0
0	367
2	291
4	938
150	0
922	2
4	251
7	89
165	0
0	2182
511	19
544	2
2029	1
2467	4
0	396
4	79
698	400
313	1002
2	43
2920	1
90	803
0	238
66	1190
1	0
82	102
3	6955
1287	1
598	0
1993	4881
764	0
20	0
0	0
617	0
11	176
3	11
13	98
57	9
0	334
2138	2
8	55
2494	2
4	3
19	161
1188	1
397	997
10	442
1	30
22	330
68	23
0	726
3	339
33	178
0	228
39	0
1274	85
663	120
2472	0
6	47
8571	1227
1552	1
6	1396
2	0
0	69
69	33
1758	0
0	1
6	0
1818	1
1	12
4558	0
486	0
0	1629
274	0
7	1870
0	52
2602	1
2957	0
1015	287
0	0
752	260
8	137
10499	7
14	538
209	34
0	0
373	379
2	190
40	0
9	39
0	200
0	4
0	3
0	106
90	28
346	0
0	0
142	0
294	1
10	136
6	358
6	1486
1570	1349
0	98
2	80
0	7
3	145
0	0
0	2590
9	480
10	59
124	833
6	1299
0	1255
189	0
0	59
0	0
10	0
4	36
1709	0
19	123
8	0
69	5
0	12
0	869
10	15
554	0
1014	1
2	129
720	89
13	221
26	111
1	34
0	0
115	514
408	625
0	0
6	0
13	189
3	35
2	1636
2	0
1224	1
3	0
121	117
909	0
2608	5
5	2557
26	199
0	0
0	388
10	318
117	4
