tx_id	WT_DMSO_1	WT_DMSO_2	eIF4E2_4_DMSO_1	eIF4E2_4_DMSO_2	GIGYF2_4_DMSO_1	GIGYF2_4_DMSO_2	WT_SMG1i_1	WT_SMG1i_2	eIF4E2_4_SMG1i_1	eIF4E2_4_SMG1i_2	GIGYF2_4_SMG1i_1	GIGYF2_4_SMG1i_2
ENST00000570085.5	0.799078	1.200922	3.662687	4.381145	4.970603	6.585889	3.904452	6.313161	3.050500	5.274396	3.129547	6.348441
ENST00000379887.9	0.900492	1.099508	0.958907	1.130060	1.044805	1.051061	0.961599	0.868426	1.210942	1.055678	1.308619	1.189447
