UniqueCount	AmbigCount
2	0
0	200
2	255
0	0
26	1168
6	87
32	0
113	189
0	587
8	63
78	1581
10	49
5	1288
5884	5
1	584
1590	242
0	0
0	69
199	0
1533	2647
2269	1343
3372	0
395	831
1	600
3	201
117	544
5	1870
773	158
518	0
11	365
206	149
28	149
104	332
15	829
114	684
548	0
12	143
5	0
164	0
90	154
0	310
3	896
1	0
145	585
116	0
2	718
433	1288
18	118
425	1
715	151
6824	2870
3	0
70	0
0	86
33	1079
1314	143
5709	0
0	8
831	991
3	0
1038	0
28	336
853	0
314	0
2	110
177	269
164	0
707	1414
1071	0
20	28
315	193
25	83
110	99
2519	1
285	620
431	0
493	25
3	585
22	827
157	845
20	731
0	160
0	38
2	302
178	118
2	193
39	0
4099	3
25	2619
386	283
33	0
517	0
3	369
1	392
534	50
5	0
184	0
13	760
249	0
16	78
123	9
0	193
9	120
11	435
10	658
4481	0
962	0
7	125
1	1228
2	370
5	4
0	209
917	3575
6	328
4	21
2	1
213	30
309	664
3	35
1813	0
11	48
264	0
2	428
208	86
295	464
0	221
21	0
0	220
22	0
0	1590
2	25
2	240
24	0
1	232
0	32
106	4984
131	56
9	535
310	46
37	29
232	347
2560	0
0	2067
320	0
7	1590
25	134
3	128
5	284
1	684
27	1697
5	27
50	14
3	341
1521	0
17	630
18	0
65	623
241	294
23955	367
386	1551
0	318
1663	174
1639	0
14	526
2469	0
5	1163
33	0
1246	2127
43	19
48	274
5	758
8	2438
32	107
0	0
7	393
648	0
0	298
35	68
7	99
1	663
105	901
1	71
225	45
3818	485
4618	2
113	608
367	602
445	269
15	677
0	4
95	5561
513	535
7	1126
6	594
126	155
0	46
6	13
1089	387
65	0
63	2
3169	1
23	154
1481	1548
818	0
3	0
804	0
2	120
4	212
1163	0
3861	673
614	1751
12	0
1429	774
3	140
953	0
15	27
0	0
129	0
1051	1
11	0
526	0
613	57
14	11
25	531
970	373
4	576
7	1998
3	3
20104	14
0	15
51	0
934	87
1	35
57	384
30	838
1190	657
22	48
10	85
3329	3765
8	63
25841	87
2220	2
2590	0
11	168
1090	170
523	0
2	813
127	2745
1	4322
1	184
228	5722
1162	1
474	1337
694	1076
35	307
3	1886
3	229
5767	3
3579	2
548	190
22	0
308	0
1	3
11	647
1677	0
60	6667
30	472
2480	1378
55	24
115	428
46	158
266	160
10	95
18	0
862	2
1183	0
1110	21
3	233
24	484
71	219
144	260
11	319
6027	1
31	0
1	1212
3	112
12	271
142	0
15	377
4	107
45	791
35	9
0	0
5	440
1	50
21	166
12	777
2	315
359	0
645	302
995	1
11	2
2	148
83	809
1882	178
3	0
814	0
15	671
2	562
13	709
7	768
12	2295
3	912
0	5
22	1056
1	83
1467	708
19	0
0	53
1173	5
321	49
1	0
0	4
67	0
0	204
4	1310
6	6
164	147
95	12
21	0
161	838
970	1416
0	282
4	0
3	140
110	222
6	763
866	2076
9	9
547	1
22	0
17	973
19	1141
6	155
77	23
12	99
44	1
934	326
0	132
107	123
1892	1422
48	1
81	262
23	137
5	183
1740	1630
3810	2
10	22
15	1156
364	1028
1603	0
269	391
0	626
221	416
29	5
0	22
962	0
324	36
2	2
16	1181
7	355
1780	964
16	442
18	145
12	0
189	434
16	451
10	564
5	66
33	0
966	2
4	286
3	0
4	21
3	25
746	279
0	152
7	0
182	22
10	1526
120	72
17	23
1	1412
2	281
1	16
790	0
175	97
3690	4202
2	396
197	207
1802	15256
2	388
0	65
69	151
34	0
0	97
3	46
843	124
55	840
3	365
4	97
14	22
4200	27738
1000	0
6	4822
4	0
10	122
891	1024
18	246
0	17
9	368
0	0
125	1216
13	599
139	17
3	581
9	67
2792	1
118	646
12	248
0	135
1	480
553	516
248	22
16	301
3	2
1478	71
139	0
6	567
1678	789
43	2341
96	79
43	385
5	324
4159	833
3375	2
162	646
3	76
1	73
29	794
0	0
9	0
961	1764
20	43
892	0
4	66
832	464
235	72
3	332
20	309
1575	0
129	87
334	1391
164	3197
779	1
22	116
22	491
19	36
12	21
0	0
88	1
748	0
726	8276
1973	1
4	1355
25	0
12	477
0	416
10	544
919	86
2296	1
1633	1
1	434
